"","TS","Job_ID","Duration"
"1","1575663009"," 9671575666604-3765566,","1368.72"
"2","1575663009"," 5511575666606-7188325,","243.49"
"3","1575663010"," 9781575666605-9603138,","1356.63"
"4","1575663013"," 7191575666612-4859955,","238.55"
"5","1575663015"," 3171575666613-8762965,","267.64"
"6","1575663016"," 8491575666615-1151216,","267.32"
"7","1575663018"," 6771575666615-3677926,","227.57"
"8","1575663020"," 4741575666618-7081666,","244.2"
"9","1575663020"," 841575666619-571106,","240.2"
"10","1575663021"," 91575666620-124017,","230.87"
"11","1575663024"," 3691575666623-3980148,","265.17"
"12","1575663025"," 17761575666624-8063688,","256.06"
"13","1575663027"," 3911575666626-1075377,","230.74"
"14","1575663027"," 18231575666626-2121632,","232.79"
"15","1575663028"," 7571575666627-0377867,","244.69"
"16","1575663028"," 18051575666627-3927062,","240.58"
"17","1575663031"," 10781575666630-071882,","238.79"
"18","1575663036"," 14351575666635-2098346,","225.29"
"19","1575663036"," 10461575666635-593827,","239.24"
"20","1575663040"," 4751575666639-2751815,","251.4"
"21","1575663041"," 7221575666640-0294416,","253.37"
"22","1575663042"," 1311575666641-4006016,","273.22"
"23","1575663043"," 5151575666642-0707824,","235.08"
"24","1575663043"," 4531575666642-6523452,","292.51"
"25","1575663044"," 14221575666642-8805315,","240.07"
"26","1575663044"," 10391575666643-4942086,","232.37"
"27","1575663047"," 511575666646-3334997,","231.19"
"28","1575663048"," 5621575666647-928468,","231.92"
"29","1575663048"," 9911575666647-9597025,","232.16"
"30","1575663051"," 5431575666650-019393,","264.03"
"31","1575663052"," 771575666651-2548997,","239.89"
"32","1575663053"," 12921575666651-185913,","1394.47"
"33","1575663053"," 16901575666652-7778218,","248.44"
"34","1575663054"," 14981575666653-2848587,","264.99"
"35","1575663055"," 1721575666654-0468733,","227.18"
"36","1575663055"," 16921575666653-9939632,","273.77"
"37","1575663056"," 5381575666655-7643125,","234.63"
"38","1575663058"," 5601575666657-8638198,","237.53"
"39","1575663060"," 11991575666659-0486841,","224.84"
"40","1575663061"," 15961575666660-6535418,","253.01"
"41","1575663063"," 2191575666662-3845472,","275.34"
"42","1575663065"," 8771575666664-2244935,","231.13"
"43","1575663065"," 17391575666664-4866498,","244.37"
"44","1575663067"," 19921575666666-6192982,","245.08"
"45","1575663068"," 541575666667-4267895,","257.11"
"46","1575663070"," 13911575666668-902224,","245.26"
"47","1575663072"," 5651575666670-938691,","241.22"
"48","1575663072"," 18071575666671-4116635,","267.38"
"49","1575663072"," 15711575666671-7554798,","265.39"
"50","1575663073"," 12701575666672-4630375,","273.99"
"51","1575663073"," 12071575666672-6577494,","288.51"
"52","1575663074"," 6281575666673-1717756,","268.67"
"53","1575663075"," 1731575666674-0738087,","230.18"
"54","1575663075"," 16841575666674-8581622,","222.28"
"55","1575663076"," 12301575666675-174129,","264.38"
"56","1575663076"," 16231575666675-6502607,","233.14"
"57","1575663078"," 10151575666677-3941438,","229.75"
"58","1575663079"," 1821575666678-4697793,","245.31"
"59","1575663080"," 5931575666679-7871726,","258.18"
"60","1575663081"," 9341575666680-017064,","250.37"
"61","1575663082"," 9651575666681-4381983,","266.82"
"62","1575663086"," 19041575666685-4162984,","265.73"
"63","1575663087"," 9131575666685-712018,","233.93"
"64","1575663089"," 19821575666687-980899,","239.76"
"65","1575663089"," 5161575666688-4965818,","237.81"
"66","1575663090"," 12661575666689-0131721,","263.39"
"67","1575663091"," 1481575666690-058202,","275.76"
"68","1575663094"," 10111575666692-9690802,","239.63"
"69","1575663096"," 2171575666693-9379084,","252.86"
"70","1575663098"," 11511575666696-97033,","267.83"
"71","1575663098"," 18671575666697-8113768,","248.02"
"72","1575663099"," 8131575666698-190367,","241.11"
"73","1575663099"," 19501575666698-439482,","249.57"
"74","1575663102"," 15221575666701-2554839,","247.43"
"75","1575663106"," 17871575666705-8280747,","255.41"
