"","TS","Job_ID","Duration"
"1","1574178789"," 2491574182386-8400483,","1147.49"
"2","1574178789"," 881574182387-4425726,","1147.49"
"3","1574178789"," 2581574182386-8266943,","1758.91"
"4","1574178790"," 3721574182388-23947,","1049.04"
"5","1574178790"," 3541574182386-7702537,","2207.82"
"6","1574178790"," 821574182387-5725603,","1723.38"
"7","1574178790"," 3181574182386-7558,","2382.2"
"8","1574178790"," 341574182388-7944806,","1049.04"
"9","1574178790"," 4481574182386-7594647,","2207.82"
"10","1574178790"," 461574182386-8115878,","2382.2"
"11","1574178791"," 3281574182390-3958342,","507.37"
"12","1574178792"," 2431574182388-2982178,","1544.5"
"13","1574178793"," 3241574182388-1102676,","2252.86"
"14","1574178792"," 1911574182391-499684,","525.81"
"15","1574178792"," 3331574182389-0495775,","1544.5"
"16","1574178793"," 2961574182388-5188785,","2252.86"
"17","1574178792"," 871574182389-6353385,","1544.5"
"18","1574178793"," 221574182389-2034366,","2252.86"
"19","1574178793"," 4261574182389-7824607,","2252.86"
"20","1574178794"," 4491574182393-4467177,","499.28"
"21","1574178794"," 961574182393-4569497,","1029.08"
"22","1574178794"," 3231574182393-475665,","506.88"
"23","1574178795"," 3201574182393-700753,","1335.19"
"24","1574178794"," 1751574182393-8792932,","505.8"
"25","1574178794"," 4751574182393-4658806,","1029.08"
"26","1574178794"," 2281574182394-0112317,","482.42"
"27","1574178795"," 3741574182394-3809643,","491.43"
"28","1574178795"," 1271574182394-4150963,","1053.25"
"29","1574178795"," 1501574182393-600672,","1335.19"
"30","1574178795"," 4381574182394-5320675,","532.9"
"31","1574178795"," 3421574182394-4220028,","1053.25"
"32","1574178796"," 1391574182395-6075642,","477.58"
"33","1574178797"," 1771574182396-393157,","486.7"
"34","1574178797"," 3871574182396-236512,","745.47"
"35","1574178797"," 3321574182396-5587354,","512.94"
"36","1574178797"," 4951574182396-6632864,","558.94"
"37","1574178797"," 4681574182396-8514204,","501.47"
"38","1574178798"," 261574182397-9488404,","474.37"
"39","1574178798"," 3771574182397-9386806,","504.8"
"40","1574178798"," 2481574182397-995326,","510.69"
"41","1574178798"," 2101574182398-2353053,","478.98"
"42","1574178799"," 1051574182398-443836,","561.26"
"43","1574178799"," 4001574182398-5478244,","497.55"
"44","1574178799"," 2161574182398-6258285,","493.27"
"45","1574178799"," 2501574182399-048608,","532.95"
"46","1574178799"," 3751574182399-035031,","593.31"
"47","1574178800"," 3831574182399-8837817,","491.35"
"48","1574178800"," 2181574182399-9610295,","503.94"
"49","1574178800"," 2611574182400-0824664,","488.83"
"50","1574178801"," 3081574182400-3408191,","493.25"
"51","1574178801"," 1691574182400-4014769,","528.01"
"52","1574178802"," 3371574182401-2956588,","803.79"
"53","1574178802"," 3051574182401-780268,","511.12"
"54","1574178802"," 3521574182401-4912934,","757.34"
"55","1574178802"," 621574182401-8935091,","503.13"
"56","1574178802"," 1191574182401-949386,","501.39"
"57","1574178803"," 3611574182402-5190163,","489.99"
"58","1574178803"," 3031574182403-1624968,","531.75"
"59","1574178804"," 3941574182404-0417194,","513.28"
"60","1574178804"," 2211574182403-82812,","739.89"
"61","1574178804"," 4881574182403-979809,","730.49"
"62","1574178805"," 3611574182404-639893,","918.4"
"63","1574178807"," 2061574182405-9234333,","1051.44"
"64","1574178806"," 1361574182405-9801903,","527.87"
"65","1574178807"," 3491574182405-990953,","1365.76"
"66","1574178806"," 611574182405-9601176,","513.86"
"67","1574178806"," 3821574182405-9513457,","533.93"
"68","1574178807"," 1571574182405-964467,","1051.44"
"69","1574178807"," 4781574182406-559872,","510.22"
"70","1574178807"," 251574182406-703997,","519"
"71","1574178807"," 2561574182406-820002,","501.75"
"72","1574178807"," 1251574182405-9349115,","1365.76"
"73","1574178808"," 2251574182407-4366632,","503.17"
"74","1574178808"," 2771574182407-489892,","578"
"75","1574178808"," 3651574182407-7921917,","757.12"
"76","1574178808"," 2871574182408-1003265,","498.59"
"77","1574178808"," 4471574182408-1398244,","483.8"
"78","1574178809"," 121574182406-9512281,","1716.33"
"79","1574178809"," 201574182408-4286566,","482.44"
"80","1574178809"," 1231574182408-4904482,","523.26"
"81","1574178809"," 751574182408-876476,","558.1"
"82","1574178809"," 4251574182408-8180103,","741.39"
"83","1574178809"," 481574182408-5421808,","973.72"
"84","1574178809"," 4361574182409-227904,","491.13"
"85","1574178809"," 4741574182409-0285437,","530.96"
"86","1574178810"," 4631574182409-2415795,","535.7"
"87","1574178810"," 2381574182409-9876876,","487.1"
"88","1574178810"," 3291574182410-2359304,","518.74"
"89","1574178811"," 4231574182408-6560965,","1712.79"
"90","1574178811"," 2301574182410-4880056,","521.33"
"91","1574178811"," 3621574182410-79392,","504.99"
"92","1574178811"," 1951574182410-803876,","493.83"
"93","1574178812"," 3101574182411-4553804,","506.45"
"94","1574178812"," 2191574182412-109399,","531.11"
"95","1574178813"," 1561574182412-744753,","514.88"
"96","1574178813"," 2041574182413-1760652,","522.64"
"97","1574178814"," 1591574182413-5798755,","534.94"
"98","1574178814"," 3411574182413-9859195,","502.01"
"99","1574178814"," 4371574182414-1433866,","485.54"
"100","1574178815"," 4541574182414-7715492,","482.37"
"101","1574178815"," 4291574182415-2398312,","529.42"
"102","1574178816"," 511574182415-4857533,","748.87"
"103","1574178816"," 3401574182415-9603329,","496.97"
"104","1574178816"," 4401574182416-0062766,","494.58"
"105","1574178817"," 3931574182416-9836137,","536.19"
"106","1574178817"," 1811574182416-7952151,","525.02"
"107","1574178818"," 1721574182417-323453,","477.04"
"108","1574178818"," 4071574182417-331798,","520.35"
"109","1574178818"," 4191574182417-980639,","509.27"
"110","1574178819"," 1161574182418-5457118,","528.72"
"111","1574178819"," 2651574182419-0508676,","515.94"
"112","1574178819"," 2781574182419-143024,","501.1"
"113","1574178820"," 1641574182419-4317703,","513.77"
"114","1574178820"," 3591574182419-8194816,","503.59"
"115","1574178820"," 3301574182419-677261,","801.71"
"116","1574178821"," 271574182420-0564313,","1273.76"
"117","1574178820"," 51574182420-2466345,","521.57"
"118","1574178821"," 4931574182419-7289922,","509.46"
"119","1574178821"," 4551574182420-0354319,","1273.76"
"120","1574178821"," 4531574182420-6268492,","777.58"
"121","1574178822"," 3351574182421-7398818,","531.78"
"122","1574178823"," 4571574182422-567685,","516.54"
"123","1574178823"," 2941574182422-4361305,","766.72"
"124","1574178823"," 1771574182422-000972,","1175.58"
"125","1574178824"," 2461574182423-5392644,","493.76"
"126","1574178825"," 381574182424-8256888,","474.37"
"127","1574178825"," 761574182424-839171,","511.96"
"128","1574178825"," 1541574182425-175744,","621.22"
"129","1574178826"," 4821574182425-3152921,","496"
"130","1574178826"," 3001574182425-7199671,","501.03"
"131","1574178826"," 3091574182425-91251,","522.96"
"132","1574178826"," 141574182426-1183586,","502.34"
"133","1574178826"," 1471574182426-248005,","501.86"
"134","1574178827"," 3921574182426-31989,","516.33"
"135","1574178827"," 3991574182426-3539996,","526.22"
"136","1574178827"," 3561574182426-990859,","476.83"
"137","1574178828"," 31574182427-3871174,","502.1"
"138","1574178828"," 3841574182427-8150074,","505.12"
"139","1574178829"," 1551574182428-4207842,","502.52"
"140","1574178829"," 2071574182428-5914576,","476.32"
"141","1574178829"," 831574182428-2870653,","810.22"
"142","1574178829"," 4891574182428-6242807,","518.66"
"143","1574178829"," 1521574182428-683246,","513.51"
"144","1574178829"," 1481574182428-8091602,","539.44"
"145","1574178829"," 1931574182429-0063045,","507.98"
"146","1574178829"," 1341574182429-2026496,","520.53"
"147","1574178830"," 131574182429-1272392,","783.56"
"148","1574178830"," 731574182429-4488769,","524.55"
"149","1574178830"," 3141574182429-7110548,","488.88"
"150","1574178830"," 3801574182430-1408544,","509.08"
"151","1574178831"," 1781574182430-4476175,","505.5"
"152","1574178831"," 2821574182430-5848384,","763.78"
"153","1574178831"," 1921574182431-141016,","473.51"
"154","1574178832"," 1941574182431-3756685,","474.97"
"155","1574178832"," 2571574182432-074482,","484.39"
"156","1574178832"," 451574182432-0919075,","516.46"
"157","1574178832"," 1881574182432-162163,","522.46"
"158","1574178833"," 3431574182432-1825433,","509.47"
"159","1574178833"," 3951574182432-3245802,","766.53"
"160","1574178833"," 541574182432-5082588,","762.98"
"161","1574178833"," 4971574182433-0516593,","474.34"
"162","1574178833"," 4791574182433-099397,","502.84"
"163","1574178833"," 391574182433-09,","519.9"
"164","1574178833"," 1831574182433-2037408,","497.13"
"165","1574178834"," 741574182433-2165713,","475.86"
"166","1574178834"," 4831574182433-8496218,","482.18"
"167","1574178834"," 571574182434-1082518,","496.57"
"168","1574178835"," 1731574182434-5733302,","513.62"
"169","1574178835"," 4411574182434-9293952,","509.57"
"170","1574178835"," 721574182435-173106,","516"
"171","1574178836"," 4031574182435-393928,","500.98"
"172","1574178836"," 3481574182435-538752,","488.71"
"173","1574178836"," 631574182435-6876688,","516.9"
"174","1574178837"," 1141574182436-367916,","568.61"
"175","1574178837"," 2971574182436-5412662,","486.55"
"176","1574178837"," 1281574182437-022613,","483.85"
"177","1574178837"," 2761574182437-1479802,","539.35"
"178","1574178838"," 4391574182437-347882,","507.26"
"179","1574178838"," 1901574182437-705152,","495.12"
"180","1574178838"," 2441574182437-9255617,","547.14"
"181","1574178838"," 4771574182438-067072,","570.48"
"182","1574178838"," 4311574182438-0453854,","756.55"
"183","1574178839"," 1031574182438-8007119,","763.36"
"184","1574178839"," 2131574182439-1649044,","470.43"
"185","1574178839"," 4181574182438-9377038,","724.18"
"186","1574178840"," 4091574182440-0791965,","518.02"
"187","1574178841"," 2551574182440-8320804,","508.17"
"188","1574178842"," 3731574182441-65955,","537.28"
"189","1574178842"," 3641574182441-935646,","539.9"
"190","1574178843"," 3551574182442-4510968,","523.07"
"191","1574178843"," 601574182442-2188096,","761.81"
"192","1574178843"," 4561574182442-749559,","510.13"
"193","1574178843"," 2241574182442-7406318,","511.38"
"194","1574178843"," 3781574182443-0289118,","498.1"
"195","1574178844"," 2791574182444-0205693,","503.54"
"196","1574178844"," 4911574182444-1218548,","519.22"
"197","1574178844"," 1241574182444-218736,","519.96"
"198","1574178845"," 3381574182444-3525584,","509.09"
"199","1574178845"," 1041574182444-4851828,","561.3"
"200","1574178846"," 2601574182445-4425159,","520.72"
"201","1574178846"," 1981574182445-4907868,","499.36"
"202","1574178846"," 4111574182445-4549205,","602.04"
"203","1574178846"," 1451574182445-6224635,","496.86"
"204","1574178846"," 781574182446-1369383,","551.82"
"205","1574178847"," 1711574182446-546574,","507.04"
"206","1574178847"," 3581574182446-6624777,","495.12"
"207","1574178847"," 301574182446-7405462,","491.55"
