"","TS","Job_ID","Duration"
"1","1574416651"," 8131574420246-2131634,","849.42"
"2","1574416654"," 9591574420250-0259323,","772.41"
"3","1574416657"," 9701574420255-8692765,","164.97"
"4","1574416665"," 6931574420263-5067868,","178.16"
"5","1574416668"," 1231574420266-9965625,","173.31"
"6","1574416673"," 7131574420271-5562904,","171.9"
"7","1574416673"," 6951574420272-0209937,","174.97"
"8","1574416678"," 4591574420276-801855,","147.2"
"9","1574416680"," 9181574420278-486905,","179.42"
"10","1574416681"," 1891574420278-9754927,","158.52"
"11","1574416687"," 4151574420286-1149817,","157.43"
"12","1574416689"," 5461574420287-9125183,","171.14"
"13","1574416692"," 881574420290-3691022,","150.77"
"14","1574416700"," 8591574420298-5301857,","166.97"
"15","1574416703"," 2751574420301-9608555,","146.08"
"16","1574416704"," 2781574420302-064196,","155"
"17","1574416709"," 6791574420308-0198512,","172.74"
"18","1574416712"," 9351574420310-4192157,","170.55"
"19","1574416712"," 571574420310-6382544,","155.99"
"20","1574416714"," 8571574420312-1078408,","198.64"
"21","1574416719"," 4911574420317-810679,","146.92"
"22","1574416723"," 3641574420321-4193006,","141.95"
"23","1574416725"," 6871574420323-6872866,","150.18"
"24","1574416731"," 4001574420330-149664,","171.71"
"25","1574416733"," 5381574420331-5917602,","161.71"
"26","1574416733"," 6931574420331-8095765,","145.41"
"27","1574416735"," 1041574420334-0909216,","154.61"
"28","1574416736"," 5851574420334-726285,","160.12"
"29","1574416737"," 6391574420335-8193948,","164.07"
"30","1574416737"," 2491574420335-9209433,","140.24"
"31","1574416744"," 9491574420342-8746312,","181.39"
"32","1574416746"," 8231574420344-0720243,","154.48"
"33","1574416746"," 7311574420344-3271277,","151.19"
"34","1574416747"," 5961574420345-6110802,","174.55"
"35","1574416750"," 711574420348-0145144,","147.56"
"36","1574416752"," 9871574420350-6012368,","163.84"
"37","1574416753"," 8161574420352-2039444,","167.06"
"38","1574416755"," 3951574420353-6037369,","154.43"
"39","1574416759"," 2491574420357-3772445,","159.98"
"40","1574416761"," 3871574420360-2438452,","185.23"
"41","1574416766"," 7221574420364-9755676,","153.91"
"42","1574416767"," 7251574420365-606387,","161.88"
"43","1574416769"," 1311574420367-8482966,","151.78"
"44","1574416771"," 1691574420369-611521,","165.81"
"45","1574416772"," 7121574420371-2640731,","172.91"
"46","1574416773"," 921574420371-9474106,","141.98"
"47","1574416774"," 941574420372-387226,","179.75"
"48","1574416775"," 2621574420373-3504064,","163.55"
"49","1574416777"," 2171574420376-2634277,","215.33"
"50","1574416782"," 2981574420381-1233685,","174.11"
"51","1574416784"," 3841574420382-4631426,","155.52"
"52","1574416784"," 4421574420382-478263,","147.34"
"53","1574416785"," 6631574420383-3380382,","165.34"
"54","1574416786"," 1631574420385-0647333,","165.75"
"55","1574416787"," 4151574420385-352375,","157.72"
"56","1574416787"," 4631574420385-7402112,","173.12"
"57","1574416788"," 3491574420385-8693807,","147.48"
"58","1574416788"," 3531574420386-0701718,","155.05"
"59","1574416789"," 4191574420386-3741527,","150.54"
"60","1574416789"," 1781574420386-558877,","177.43"
"61","1574416789"," 1241574420386-8111885,","176.12"
"62","1574416790"," 2171574420387-3436513,","164.66"
"63","1574416791"," 2131574420388-11211,","151.8"
"64","1574416791"," 3421574420388-4548187,","176.33"
"65","1574416792"," 8871574420388-9270756,","150.05"
"66","1574416793"," 8501574420389-8280954,","164.42"
"67","1574416793"," 5641574420389-885838,","160.65"
"68","1574416794"," 911574420390-0241718,","171.3"
"69","1574416794"," 7551574420390-1941357,","432.73"
"70","1574416798"," 721574420396-8718245,","175.43"
"71","1574416800"," 3111574420398-9846864,","181.41"
"72","1574416803"," 7061574420402-0960405,","166.09"
"73","1574416805"," 3551574420404-092541,","178.52"
"74","1574416807"," 5091574420405-8495064,","160.69"
"75","1574416812"," 2461574420410-7429702,","147.17"
"76","1574416814"," 5871574420412-9828663,","147.11"
"77","1574416815"," 511574420413-987382,","162.83"
"78","1574416816"," 4001574420415-3517687,","160.64"
"79","1574416818"," 3641574420416-6166031,","152.12"
"80","1574416818"," 7291574420417-270561,","142.4"
"81","1574416819"," 6811574420417-3165843,","152.62"
"82","1574416820"," 5001574420418-8766203,","172.73"
"83","1574416821"," 171574420419-5153368,","161.6"
"84","1574416821"," 1481574420420-070033,","143.05"
"85","1574416822"," 7941574420420-3986313,","172.66"
"86","1574416824"," 8411574420422-5328681,","154.71"
"87","1574416825"," 2581574420423-7567081,","173.2"
"88","1574416826"," 3371574420424-9606657,","176.95"
"89","1574416827"," 1361574420425-3740473,","156.44"
"90","1574416827"," 3121574420425-3436668,","180.73"
"91","1574416829"," 3811574420427-5595014,","143.7"
"92","1574416830"," 2871574420429-109673,","159.3"
"93","1574416831"," 6341574420430-1322658,","154.26"
"94","1574416832"," 7161574420430-1910546,","148.04"
"95","1574416832"," 9201574420430-3547237,","147.72"
"96","1574416833"," 281574420431-240548,","147.99"
"97","1574416833"," 7131574420431-9886312,","177.61"
"98","1574416842"," 1661574420440-5116973,","158.15"
"99","1574416843"," 871574420441-4812155,","176.74"
"100","1574416843"," 3381574420441-9725869,","172.38"
"101","1574416844"," 1291574420442-9851556,","181.01"
"102","1574416845"," 3331574420443-1751707,","173.28"
"103","1574416845"," 9991574420444-0688088,","158.87"
"104","1574416848"," 3141574420447-0007498,","170.25"
"105","1574416849"," 7261574420447-4750843,","175.36"
"106","1574416849"," 6151574420447-9859605,","151.57"
"107","1574416850"," 8841574420447-9689796,","162.32"
"108","1574416851"," 3101574420448-939096,","163.96"
"109","1574416851"," 3071574420449-133288,","165.9"
"110","1574416852"," 4291574420450-542826,","165.34"
"111","1574416854"," 1201574420452-3290596,","146.39"
"112","1574416857"," 191574420455-47119,","165.84"
"113","1574416858"," 3861574420456-6758919,","180.44"
"114","1574416859"," 2351574420458-3724864,","173.78"
"115","1574416861"," 9011574420459-2848,","145.88"
"116","1574416861"," 3221574420459-3385155,","379.62"
"117","1574416862"," 351574420460-2956634,","172.88"
"118","1574416862"," 51574420461-267009,","154.17"
"119","1574416864"," 8491574420462-9653285,","146.56"
"120","1574416865"," 4941574420464-1924434,","181.66"
"121","1574416866"," 7221574420464-334469,","144.82"
"122","1574416866"," 6541574420465-296271,","164.49"
"123","1574416871"," 8771574420470-018791,","169.14"
"124","1574416872"," 3781574420470-3830729,","152.99"
"125","1574416874"," 9581574420472-8451028,","163.26"
"126","1574416875"," 5581574420473-4817443,","160.28"
"127","1574416879"," 7161574420477-5712843,","143.13"
"128","1574416879"," 2461574420477-8758078,","170.37"
"129","1574416882"," 5381574420480-5951495,","147.38"
"130","1574416884"," 6751574420483-2980685,","164.58"
"131","1574416890"," 4701574420488-5015557,","167.74"
"132","1574416894"," 8321574420492-7203028,","177.38"
"133","1574416895"," 8971574420493-4806933,","155.16"
"134","1574416896"," 6221574420495-2721102,","172.67"
"135","1574416899"," 9311574420497-570921,","158.75"
"136","1574416900"," 481574420498-5753052,","156.43"
"137","1574416900"," 3581574420498-7813926,","144.02"
"138","1574416901"," 8291574420499-573746,","173.08"
"139","1574416901"," 4451574420500-1680183,","178.27"
"140","1574416902"," 6871574420500-8710947,","164.07"
"141","1574416906"," 5191574420504-8325555,","170.41"
"142","1574416907"," 2371574420505-8937054,","173.7"
"143","1574416908"," 6421574420507-0235643,","155.21"
"144","1574416909"," 7511574420507-3713822,","163.8"
"145","1574416909"," 4911574420508-1934123,","165.12"
"146","1574416913"," 6381574420511-395088,","178.24"
"147","1574416913"," 2941574420511-9726093,","151.54"
"148","1574416915"," 7691574420513-8244712,","151.85"
"149","1574416916"," 7451574420513-9796178,","154.4"
"150","1574416916"," 6361574420513-924746,","160.7"
"151","1574416916"," 9541574420514-1632297,","166.19"
"152","1574416917"," 8011574420516-1769462,","171.7"
"153","1574416918"," 4171574420517-2302268,","143.3"
"154","1574416919"," 7191574420517-3998506,","150.98"
"155","1574416921"," 4361574420519-6221542,","165"
"156","1574416921"," 3881574420519-7681134,","159.18"
"157","1574416922"," 2741574420519-9035783,","159.91"
"158","1574416923"," 4701574420521-5002546,","146.72"
"159","1574416929"," 6881574420527-9963217,","146.4"
"160","1574416929"," 7571574420528-0926673,","166.13"
"161","1574416930"," 6801574420528-3999636,","165.09"
"162","1574416935"," 5931574420533-3785577,","160.54"
"163","1574416935"," 5831574420533-42217,","169.69"
"164","1574416936"," 2721574420533-5378497,","160.14"
"165","1574416936"," 8621574420533-5436141,","162.4"
"166","1574416936"," 601574420533-5770676,","358.19"
"167","1574416937"," 1171574420536-1802967,","141.93"
"168","1574416938"," 3181574420536-215979,","155.43"
"169","1574416938"," 1671574420536-44054,","149.93"
"170","1574416941"," 4511574420540-3244736,","142.47"
