"","TS","Job_ID","Duration"
"1","1574178788"," 2491574182386-8400483,","287.3"
"2","1574178789"," 881574182387-4425726,","254.08"
"3","1574178789"," 2581574182386-8266943,","270.84"
"4","1574178790"," 3721574182388-23947,","502.55"
"5","1574178790"," 3541574182386-7702537,","259.11"
"6","1574178790"," 341574182388-7944806,","246.59"
"7","1574178790"," 4481574182386-7594647,","260.06"
"8","1574178791"," 461574182386-8115878,","256.65"
"9","1574178791"," 3281574182390-3958342,","245.15"
"10","1574178791"," 2431574182388-2982178,","226.78"
"11","1574178791"," 821574182387-5725603,","1430.51"
"12","1574178792"," 3241574182388-1102676,","239.98"
"13","1574178792"," 3181574182386-7558,","1381.25"
"14","1574178792"," 3331574182389-0495775,","278.64"
"15","1574178792"," 1911574182391-499684,","261.94"
"16","1574178792"," 2961574182388-5188785,","243.54"
"17","1574178792"," 871574182389-6353385,","235.21"
"18","1574178793"," 221574182389-2034366,","243.54"
"19","1574178793"," 4261574182389-7824607,","251.31"
"20","1574178794"," 4491574182393-4467177,","229.62"
"21","1574178794"," 961574182393-4569497,","246.55"
"22","1574178794"," 3231574182393-475665,","270.68"
"23","1574178794"," 3201574182393-700753,","271.58"
"24","1574178794"," 1751574182393-8792932,","240.11"
"25","1574178794"," 4751574182393-4658806,","241.42"
"26","1574178794"," 2281574182394-0112317,","262.79"
"27","1574178795"," 1501574182393-600672,","314.2"
"28","1574178795"," 3741574182394-3809643,","251.74"
"29","1574178795"," 1271574182394-4150963,","234.9"
"30","1574178795"," 4381574182394-5320675,","235.35"
"31","1574178795"," 3421574182394-4220028,","258.95"
"32","1574178796"," 1391574182395-6075642,","242.11"
"33","1574178797"," 1771574182396-393157,","255.81"
"34","1574178797"," 3871574182396-236512,","241.85"
"35","1574178797"," 3321574182396-5587354,","249.51"
"36","1574178797"," 4951574182396-6632864,","243.52"
"37","1574178797"," 4681574182396-8514204,","258.15"
"38","1574178798"," 3771574182397-9386806,","246.54"
"39","1574178798"," 2481574182397-995326,","251.04"
"40","1574178798"," 261574182397-9488404,","254.99"
"41","1574178799"," 2101574182398-2353053,","295.29"
"42","1574178799"," 1051574182398-443836,","291.3"
"43","1574178799"," 4001574182398-5478244,","259.84"
"44","1574178799"," 2161574182398-6258285,","249.76"
"45","1574178799"," 2501574182399-048608,","251.32"
"46","1574178800"," 3751574182399-035031,","247.53"
"47","1574178800"," 3831574182399-8837817,","246.48"
