"","TS","Job_ID","Duration"
"1","1574416658"," 7661574420254-4967403,","2163.47"
"2","1574416660"," 4761574420257-9757812,","821.9"
"3","1574416660"," 9411574420256-7304487,","1949.63"
"4","1574416661"," 5791574420259-6544168,","870.97"
"5","1574416676"," 3221574420273-9097266,","851.75"
"6","1574416682"," 1961574420279-5960073,","848.65"
"7","1574416683"," 9561574420280-8651888,","879.75"
"8","1574416702"," 6331574420300-5051136,","862.15"
"9","1574416704"," 4751574420302-0277975,","856.09"
"10","1574416706"," 831574420304-2485657,","1103.16"
"11","1574416706"," 4011574420304-7512712,","809.42"
"12","1574416710"," 6051574420307-3619335,","1039.67"
"13","1574416719"," 6031574420316-875739,","822.1"
"14","1574416721"," 3631574420319-5074666,","834.2"
"15","1574416730"," 7571574420328-3474069,","918.99"
"16","1574416731"," 6601574420328-8110518,","906.59"
"17","1574416732"," 1681574420328-8574493,","2129.7"
"18","1574416743"," 5581574420340-714325,","884.29"
"19","1574416748"," 5441574420345-5661068,","923.96"
"20","1574416757"," 7631574420355-0331995,","832.42"
"21","1574416769"," 7601574420366-6005285,","944.41"
"22","1574416775"," 4041574420372-9708598,","1145.4"
"23","1574416779"," 1881574420377-222358,","801.97"
"24","1574416785"," 31574420383-131987,","861.45"
"25","1574416787"," 6011574420385-14389,","821.17"
"26","1574416795"," 9671574420391-741923,","839.92"
"27","1574416798"," 6821574420396-193324,","890.55"
"28","1574416800"," 9761574420398-0362825,","826.09"
"29","1574416800"," 3361574420398-2539654,","870.24"
"30","1574416803"," 6421574420400-8872442,","1262.78"
"31","1574416806"," 6771574420403-5272493,","1106.78"
"32","1574416810"," 2651574420407-9371564,","890.26"
"33","1574416810"," 4761574420408-377285,","844.36"
"34","1574416811"," 7161574420408-8535924,","873.78"
"35","1574416817"," 791574420415-2038293,","867.93"
"36","1574416823"," 1481574420420-070033,","822.69"
"37","1574416823"," 7241574420421-5732496,","872.32"
"38","1574416825"," 8141574420422-9881759,","853.76"
"39","1574416830"," 7091574420427-6892176,","946.69"
"40","1574416831"," 2531574420429-3653214,","911.55"
"41","1574416834"," 8651574420431-2608225,","847.72"
"42","1574416839"," 2031574420437-0542147,","868.51"
"43","1574416846"," 6581574420442-6493692,","798.7"
"44","1574416846"," 3381574420441-9725869,","903.78"
"45","1574416849"," 2941574420446-7724214,","819.09"
"46","1574416851"," 5001574420448-5931766,","900.95"
"47","1574416856"," 8701574420454-0905735,","932.49"
"48","1574416857"," 8771574420454-7711828,","869.02"
"49","1574416857"," 8671574420454-7652638,","912.03"
"50","1574416859"," 9611574420457-4693918,","855.82"
"51","1574416865"," 3591574420463-0304666,","906.56"
"52","1574416869"," 7791574420467-3965445,","803.53"
"53","1574416872"," 7541574420469-5066779,","886.77"
"54","1574416875"," 921574420472-639207,","851.94"
"55","1574416881"," 6171574420478-4372954,","956.82"
"56","1574416885"," 1751574420483-3328757,","839.89"
"57","1574416887"," 7311574420485-2462885,","902.03"
"58","1574416891"," 1791574420488-3067777,","1296.03"
"59","1574416892"," 9301574420489-6547093,","916.22"
"60","1574416893"," 2111574420490-7291176,","832.35"
"61","1574416899"," 4851574420496-9845352,","928.52"
"62","1574416903"," 9981574420500-9094956,","804.23"
"63","1574416904"," 4271574420502-2293563,","865.44"
"64","1574416919"," 7391574420517-2049663,","937.83"
"65","1574416926"," 6991574420524-5609713,","851.82"
"66","1574416927"," 5681574420524-720881,","922.54"
"67","1574416932"," 4071574420530-6205297,","906.6"
"68","1574416939"," 1671574420536-44054,","776.99"
"69","1574416940"," 2821574420537-3717577,","880.73"
"70","1574416942"," 4161574420540-0707703,","809.82"
"71","1574416945"," 8091574420542-443934,","936.72"
"72","1574416945"," 3381574420543-3365178,","928.98"
"73","1574416945"," 8271574420543-331272,","967.6"
"74","1574416953"," 171574420550-3535159,","1175.68"
"75","1574416955"," 7931574420552-4013302,","868.56"
"76","1574416956"," 9551574420554-0686986,","839.35"
"77","1574416957"," 6951574420554-813558,","872.11"
"78","1574416962"," 10001574420559-3547866,","895.43"
"79","1574416966"," 2911574420564-209331,","795.71"
"80","1574416969"," 2351574420566-61562,","875.68"
"81","1574416971"," 1841574420567-3719401,","879.99"
"82","1574416971"," 251574420569-537859,","931.66"
"83","1574416984"," 5721574420581-0840652,","937.67"
"84","1574416984"," 6641574420581-9971337,","896.4"
"85","1574416984"," 8341574420581-8300183,","906.43"
"86","1574416985"," 4771574420582-554393,","884.59"
"87","1574416990"," 3231574420587-8735702,","879.76"
"88","1574416997"," 3451574420594-5164728,","976.65"
"89","1574417000"," 8391574420597-0859675,","846.89"
"90","1574417001"," 1341574420599-5411785,","811.9"
"91","1574417008"," 7171574420606-1106124,","988.33"
"92","1574417010"," 6231574420608-5143793,","865.57"
"93","1574417018"," 4791574420616-019745,","869.83"
"94","1574417023"," 6761574420620-9331286,","859.61"
"95","1574417027"," 341574420625-4164276,","893.54"
"96","1574417034"," 5801574420631-8785691,","859.36"
"97","1574417037"," 3491574420634-134828,","843.1"
"98","1574417038"," 7311574420635-7039068,","878.32"
"99","1574417038"," 2291574420635-9412105,","924.41"
"100","1574417052"," 4141574420649-8798144,","703.17"
"101","1574417054"," 541574420652-3608327,","901.17"
"102","1574417059"," 5181574420656-6721041,","929.7"
"103","1574417059"," 7551574420657-1470568,","896.7"
"104","1574417062"," 1181574420659-4853697,","1170.8"
"105","1574417064"," 5071574420662-3209226,","893.9"
"106","1574417068"," 7611574420665-9876392,","824.26"
"107","1574417068"," 221574420666-045338,","824.02"
"108","1574417071"," 2061574420669-189363,","865.08"
"109","1574417071"," 2341574420669-505905,","869.67"
"110","1574417078"," 4871574420675-6528034,","853.29"
"111","1574417079"," 8201574420675-7000191,","951.26"
"112","1574417079"," 3521574420677-3654656,","870.33"
"113","1574417085"," 9181574420682-3623462,","835.68"
"114","1574417090"," 5161574420687-7768471,","840.89"
"115","1574417091"," 1991574420688-131191,","1390.27"
"116","1574417094"," 8601574420692-3351984,","830.3"
"117","1574417097"," 961574420694-5986323,","854.63"
"118","1574417099"," 1921574420696-9257202,","930.77"
"119","1574417099"," 8041574420697-6213737,","888.93"
"120","1574417103"," 521574420700-9695785,","877.42"
"121","1574417107"," 6951574420705-1654391,","825.22"
