"% TimeStamp"," Sample No"," X-Axis"," Y-Axis"," Z-Axis"," Sensor Type"," Sensor ID"
155,0,-0.866943359375,-0.382568359375,0.215576171875,0,3
171,1,-0.866943359375,-0.382568359375,0.215576171875,0,3
189,2,-0.858154296875,-0.30029296875,0.1982421875,0,3
200,3,-0.858154296875,-0.30029296875,0.1982421875,0,3
231,4,-0.940673828125,-0.29931640625,0.118408203125,0,3
279,5,-0.962158203125,-0.311767578125,0.192626953125,0,3
329,6,-0.943603515625,-0.30859375,0.20703125,0,3
377,7,-0.946533203125,-0.299560546875,0.16357421875,0,3
475,8,-0.956298828125,-0.298828125,0.16748046875,0,3
576,9,-0.915283203125,-0.3798828125,0.214599609375,0,3
583,10,-0.915283203125,-0.3798828125,0.214599609375,0,3
622,11,-0.968017578125,-0.38916015625,0.216796875,0,3
673,12,-0.96826171875,-0.3828125,0.2158203125,0,3
718,13,-0.959228515625,-0.393310546875,0.20703125,0,3
771,14,-0.94677734375,-0.3955078125,0.203857421875,0,3
816,15,-0.952392578125,-0.384033203125,0.20556640625,0,3
865,16,-0.9453125,-0.3857421875,0.19970703125,0,3
964,17,-0.95654296875,-0.377197265625,0.20703125,0,3
969,18,-0.95654296875,-0.377197265625,0.20703125,0,3
1011,19,-0.871337890625,-0.375244140625,0.212158203125,0,3
1060,20,-0.859375,-0.30859375,0.208740234375,0,3
1109,21,-0.87353515625,-0.306396484375,0.208984375,0,3
1157,22,-0.93896484375,-0.380859375,0.202880859375,0,3
1206,23,-0.953369140625,-0.3837890625,0.2109375,0,3
1255,24,-0.947998046875,-0.376708984375,0.157470703125,0,3
1304,25,-0.94921875,-0.30029296875,0.17138671875,0,3
1353,26,-0.9443359375,-0.310302734375,0.170654296875,0,3
1401,27,-0.95703125,-0.30517578125,0.17333984375,0,3
1450,28,-0.949462890625,-0.30712890625,0.174072265625,0,3
1499,29,-0.957275390625,-0.30615234375,0.177734375,0,3
1547,30,-0.954833984375,-0.291748046875,0.175537109375,0,3
1596,31,-0.95654296875,-0.30078125,0.25732421875,0,3
1645,32,-0.9521484375,-0.12451171875,0.53076171875,0,3
1694,33,-0.872802734375,-0.107666015625,0.257568359375,0,3
1742,34,-1.001953125,-0.837646484375,-0.4501953125,0,3
1792,35,-0.886962890625,-0.399658203125,0.013671875,0,3
1840,36,-0.851806640625,-0.2802734375,0.128173828125,0,3
1889,37,-0.914794921875,-0.35791015625,0.12548828125,0,3
1938,38,-0.949951171875,-0.355712890625,-0.02587890625,0,3
1987,39,-0.871337890625,-0.281494140625,0.12060546875,0,3
2035,40,-0.874755859375,-0.3115234375,0.0908203125,0,3
2083,41,-0.962158203125,-0.3642578125,0.135009765625,0,3
2132,42,-0.937744140625,-0.391357421875,0.052001953125,0,3
2183,43,-0.953125,-0.35546875,0.128173828125,0,3
2230,44,-0.942138671875,-0.3974609375,0.054443359375,0,3
2279,45,-0.939697265625,-0.344970703125,0.12890625,0,3
2329,46,-0.94921875,-0.400634765625,0.05517578125,0,3
2426,47,-0.9521484375,-0.3466796875,0.052001953125,0,3
2473,48,-0.945556640625,-0.350830078125,0.0380859375,0,3
2522,49,-0.950927734375,-0.397216796875,0.05078125,0,3
2572,50,-0.94677734375,-0.406005859375,0.045166015625,0,3
2620,51,-0.947265625,-0.345458984375,0.0400390625,0,3
2677,52,-0.951171875,-0.39453125,0.04248046875,0,3
2718,53,-0.9404296875,-0.344970703125,0.051513671875,0,3
