"% TimeStamp"," Sample No"," X-Axis"," Y-Axis"," Z-Axis"," Sensor Type"," Sensor ID"
131,0,-0.806884765625,0.416748046875,0.222412109375,0,3
161,1,-0.806884765625,0.416748046875,0.222412109375,0,3
179,2,-0.806884765625,0.416748046875,0.222412109375,0,3
213,3,-0.803955078125,0.41845703125,0.275390625,0,3
215,4,-0.803955078125,0.41845703125,0.275390625,0,3
296,5,-0.80224609375,0.413330078125,0.22216796875,0,3
300,6,-0.804931640625,0.418212890625,0.271728515625,0,3
394,7,-0.804443359375,0.414306640625,0.277099609375,0,3
443,8,-0.80419921875,0.415283203125,0.2744140625,0,3
492,9,-0.801513671875,0.416748046875,0.276611328125,0,3
546,10,-0.8037109375,0.41748046875,0.270263671875,0,3
589,11,-0.805419921875,0.4169921875,0.275146484375,0,3
642,12,-0.806396484375,0.412353515625,0.27734375,0,3
687,13,-0.810546875,0.41357421875,0.277587890625,0,3
736,14,-0.804443359375,0.40771484375,0.27783203125,0,3
784,15,-0.80517578125,0.414794921875,0.27099609375,0,3
833,16,-0.807861328125,0.4228515625,0.277099609375,0,3
884,17,-0.8037109375,0.416748046875,0.270263671875,0,3
931,18,-0.876220703125,0.427978515625,0.275146484375,0,3
979,19,-0.807861328125,0.420654296875,0.26806640625,0,3
1028,20,-0.798095703125,0.410400390625,0.27734375,0,3
1077,21,-0.808837890625,0.41650390625,0.27685546875,0,3
1125,22,-0.875,0.41650390625,0.277099609375,0,3
1174,23,-0.804931640625,0.419921875,0.22119140625,0,3
1223,24,-0.80517578125,0.4189453125,0.221435546875,0,3
1271,25,-0.806884765625,0.418212890625,0.230224609375,0,3
1325,26,-0.805908203125,0.41748046875,0.222412109375,0,3
1371,27,-0.80126953125,0.41064453125,0.221435546875,0,3
1423,28,-0.806884765625,0.414306640625,0.267578125,0,3
1467,29,-0.80224609375,0.411865234375,0.2705078125,0,3
1515,30,-0.8037109375,0.41650390625,0.2666015625,0,3
1565,31,-0.875244140625,0.41357421875,0.257568359375,0,3
1614,32,-0.88037109375,0.409423828125,0.256591796875,0,3
1662,33,-0.8984375,0.4443359375,0.181884765625,0,3
1711,34,-0.8564453125,0.37451171875,0.182861328125,0,3
1759,35,-0.944580078125,0.37255859375,0.166015625,0,3
1814,36,-0.91845703125,0.356689453125,0.2041015625,0,3
1880,37,-1.0244140625,0.4033203125,0.136474609375,0,3
1904,38,-0.9619140625,0.1826171875,-0.01904296875,0,3
1955,39,-0.85107421875,0.40185546875,0.19873046875,0,3
2005,40,-0.826416015625,0.455322265625,0.260986328125,0,3
2054,41,-0.84326171875,0.587890625,0.308349609375,0,3
2100,42,-0.72119140625,0.494873046875,0.23681640625,0,3
2204,43,-0.7275390625,0.373779296875,0.250244140625,0,3
2210,44,-0.7275390625,0.373779296875,0.250244140625,0,3
2303,45,-0.841796875,0.419189453125,0.32373046875,0,3
2309,46,-0.841796875,0.419189453125,0.32373046875,0,3
2394,47,-0.79150390625,0.409423828125,0.30029296875,0,3
2443,48,-0.784912109375,0.436767578125,0.36962890625,0,3
2492,49,-0.872314453125,0.52978515625,0.466796875,0,3
2539,50,-0.924072265625,0.42236328125,0.4375,0,3
2588,51,-1.1650390625,0.456298828125,0.488037109375,0,3
2642,52,-1.07421875,0.363525390625,0.40234375,0,3
2686,53,-1.014404296875,0.09716796875,0.229736328125,0,3
2739,54,-1.155029296875,0.41650390625,0.286376953125,0,3
2784,55,-0.9189453125,0.543212890625,0.171142578125,0,3
2833,56,-0.800537109375,0.41357421875,0.190673828125,0,3
2881,57,-0.82421875,0.4091796875,0.111083984375,0,3
2932,58,-0.7724609375,0.458251953125,0.148193359375,0,3
2978,59,-0.78076171875,0.3681640625,0.103759765625,0,3
3026,60,-0.76220703125,0.39111328125,0.099853515625,0,3
3076,61,-0.779541015625,0.392822265625,0.10400390625,0,3
3125,62,-0.947509765625,0.464599609375,0.09619140625,0,3
3174,63,-1.06201171875,0.510498046875,0.03955078125,0,3
3225,64,-1.035888671875,0.548583984375,0.047607421875,0,3
3272,65,-1.026611328125,0.59130859375,0.15380859375,0,3
3319,66,-1.106201171875,0.63818359375,0.1279296875,0,3
3368,67,-1.0078125,0.498779296875,0.139404296875,0,3
3416,68,-0.804931640625,0.567138671875,0.123779296875,0,3
3465,69,-0.837646484375,0.4794921875,0.168701171875,0,3
3514,70,-0.7861328125,0.46142578125,0.280517578125,0,3
3564,71,-0.727294921875,0.455078125,0.23974609375,0,3
3615,72,-0.729736328125,0.5205078125,0.3759765625,0,3
3662,73,-0.68603515625,0.49365234375,0.449951171875,0,3
3712,74,-0.7109375,0.565185546875,0.423095703125,0,3
3759,75,-0.968017578125,0.638671875,0.486083984375,0,3
3808,76,-1.03662109375,0.584716796875,0.447021484375,0,3
3857,77,-1.184814453125,0.4345703125,0.247314453125,0,3
3913,78,-1.159423828125,0.458251953125,-0.07080078125,0,3
3953,79,-1.156005859375,0.72607421875,0.06787109375,0,3
4001,80,-1.114990234375,0.740478515625,-0.275634765625,0,3
4050,81,-1.0703125,0.6845703125,-0.21923828125,0,3
4151,82,-0.876953125,0.659912109375,-0.108642578125,0,3
4162,83,-0.736572265625,0.66552734375,-0.13720703125,0,3
4249,84,-0.6611328125,0.588623046875,-0.080322265625,0,3
4256,85,-0.6611328125,0.588623046875,-0.080322265625,0,3
4343,86,-0.601318359375,0.566650390625,-0.024658203125,0,3
4392,87,-0.63037109375,0.518310546875,0.043701171875,0,3
4441,88,-0.59814453125,0.416748046875,0.106689453125,0,3
4489,89,-0.767578125,0.414794921875,0.165283203125,0,3
4540,90,-0.851806640625,0.463623046875,0.270263671875,0,3
4590,91,-1.252197265625,0.52734375,0.24609375,0,3
4636,92,-1.267822265625,0.42236328125,0.3193359375,0,3
4685,93,-1.260009765625,0.50537109375,0.298583984375,0,3
4738,94,-1.1103515625,0.594970703125,0.456298828125,0,3
4784,95,-0.986083984375,0.5498046875,0.457275390625,0,3
4831,96,-0.943115234375,0.57470703125,0.508544921875,0,3
4880,97,-0.83349609375,0.4755859375,0.5869140625,0,3
4933,98,-0.779296875,0.37109375,0.568115234375,0,3
4987,99,-0.73974609375,0.3916015625,0.430908203125,0,3
5031,100,-0.78564453125,0.367919921875,0.3564453125,0,3
5076,101,-0.8798828125,0.41259765625,0.31884765625,0,3
5125,102,-0.9072265625,0.49462890625,0.280517578125,0,3
5172,103,-0.9208984375,0.572509765625,0.197265625,0,3
5220,104,-1.02197265625,0.6376953125,0.214111328125,0,3
5269,105,-1.0302734375,0.57373046875,0.1884765625,0,3
5318,106,-0.982666015625,0.522705078125,0.20361328125,0,3
5366,107,-1.072021484375,0.418212890625,0.120361328125,0,3
5418,108,-1.139892578125,0.523193359375,0.17138671875,0,3
5464,109,-1.010009765625,0.516357421875,0.2197265625,0,3
5513,110,-0.853759765625,0.3037109375,0.113037109375,0,3
5562,111,-0.84375,0.3037109375,0.095458984375,0,3
5611,112,-0.84716796875,0.3115234375,0.111083984375,0,3
5663,113,-0.7529296875,0.286376953125,0.118896484375,0,3
5709,114,-0.602294921875,0.353759765625,0.2587890625,0,3
5757,115,-0.71337890625,0.419189453125,0.28369140625,0,3
5810,116,-0.725830078125,0.45849609375,0.382568359375,0,3
5865,117,-0.7900390625,0.3603515625,0.321533203125,0,3
5903,118,-0.814697265625,0.505126953125,0.32470703125,0,3
5954,119,-0.7880859375,0.541748046875,0.373291015625,0,3
6001,120,-1.091064453125,0.630615234375,0.34033203125,0,3
6102,121,-1.362060546875,0.620361328125,0.012451171875,0,3
6107,122,-1.362060546875,0.620361328125,0.012451171875,0,3
6196,123,-0.74072265625,0.51171875,-0.086181640625,0,3
6200,124,-0.884521484375,0.3896484375,-0.117431640625,0,3
6295,125,-0.8408203125,0.384765625,-0.18798828125,0,3
6343,126,-0.774658203125,0.405517578125,-0.090576171875,0,3
6391,127,-0.718505859375,0.380126953125,-0.019287109375,0,3
6441,128,-0.771240234375,0.407958984375,0.091552734375,0,3
6489,129,-0.7236328125,0.542236328125,0.11279296875,0,3
6545,130,-0.729736328125,0.63720703125,0.2900390625,0,3
6586,131,-0.84912109375,0.77197265625,0.42431640625,0,3
6637,132,-1.0029296875,0.75146484375,0.598876953125,0,3
6687,133,-1.218017578125,0.6328125,0.71044921875,0,3
6736,134,-1.209716796875,0.61328125,0.60986328125,0,3
6785,135,-0.8505859375,0.35546875,0.53173828125,0,3
6830,136,-1.0283203125,0.44580078125,0.435546875,0,3
6880,137,-1.18212890625,0.43408203125,0.30322265625,0,3
6929,138,-1.114501953125,0.468505859375,0.1728515625,0,3
6976,139,-0.907958984375,0.42919921875,0.15966796875,0,3
7024,140,-0.73291015625,0.445068359375,0.109130859375,0,3
7074,141,-0.650390625,0.2900390625,0.151123046875,0,3
7122,142,-0.556396484375,0.24462890625,0.1484375,0,3
7171,143,-0.609375,0.244384765625,0.106689453125,0,3
7221,144,-0.862548828125,0.3798828125,0.196044921875,0,3
7268,145,-1.120361328125,0.45458984375,0.0439453125,0,3
7317,146,-0.97119140625,0.49560546875,0.2265625,0,3
7366,147,-1.16259765625,0.4912109375,0.36279296875,0,3
7418,148,-1.10205078125,0.429931640625,0.197998046875,0,3
7467,149,-0.966796875,0.345458984375,0.251953125,0,3
7515,150,-0.794677734375,0.577392578125,0.245361328125,0,3
7560,151,-0.73681640625,0.652099609375,0.304931640625,0,3
7611,152,-0.716552734375,0.49853515625,0.4091796875,0,3
7658,153,-0.67236328125,0.475830078125,0.496826171875,0,3
7708,154,-0.818359375,0.583740234375,0.55517578125,0,3
7758,155,-0.96728515625,0.572021484375,0.65576171875,0,3
7804,156,-1.30908203125,0.54296875,0.573486328125,0,3
7854,157,-1.28466796875,0.49169921875,0.578857421875,0,3
7902,158,-1.161865234375,0.363525390625,0.328125,0,3
7952,159,-1.403564453125,0.42626953125,0.21826171875,0,3
8050,160,-1.059814453125,0.442138671875,0.202392578125,0,3
8056,161,-1.059814453125,0.442138671875,0.202392578125,0,3
8145,162,-0.74462890625,0.2373046875,0.139892578125,0,3
8149,163,-0.74462890625,0.2373046875,0.139892578125,0,3
8245,164,-0.587890625,0.116943359375,0.14697265625,0,3
8294,165,-0.42626953125,0.114990234375,0.094970703125,0,3
8342,166,-0.533447265625,0.313232421875,0.05859375,0,3
8389,167,-0.81103515625,0.41015625,0.053466796875,0,3
8441,168,-1.4091796875,0.6708984375,-0.15478515625,0,3
8487,169,-1.1796875,0.73974609375,0.003662109375,0,3
8538,170,-1.3427734375,0.849853515625,0.004150390625,0,3
8585,171,-1.25048828125,0.78662109375,0.019287109375,0,3
8638,172,-1.133056640625,0.773681640625,0.097900390625,0,3
8683,173,-0.962890625,0.80224609375,0.1220703125,0,3
8734,174,-0.81640625,0.828125,0.217041015625,0,3
8780,175,-0.82177734375,0.744384765625,0.1708984375,0,3
8828,176,-0.80126953125,0.70166015625,0.396728515625,0,3
8880,177,-0.799072265625,0.480224609375,0.478271484375,0,3
8925,178,-0.9638671875,0.613037109375,0.817626953125,0,3
8974,179,-1.202392578125,0.5126953125,0.939697265625,0,3
9023,180,-1.32275390625,0.350341796875,0.76513671875,0,3
